operation_id,source_file,baseline_sha
admStandardExecutionFindAll,AdmStandardExecutionController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
admStandardExecutionFindOne,AdmStandardExecutionController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
admTransactionGroupFindDetail,AdmTransactionGroupController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
admTransactionGroupFindExternalLogs,AdmTransactionGroupController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
admTransactionGroupFindGroups,AdmTransactionGroupController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
admTransactionGroupFindHeaders,AdmTransactionGroupController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
admTransactionGroupFindSegments,AdmTransactionGroupController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
admTransactionGroupFindTimeline,AdmTransactionGroupController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
admTransactionMetaFindPage,AdmTransactionMetaController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
admTransactionMetaFindTransaction,AdmTransactionMetaController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
admTransactionMetaFindTransactions,AdmTransactionMetaController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
admTransactionMetaInactivate,AdmTransactionMetaController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
admTransactionMetaScan,AdmTransactionMetaController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaApprovalCancel,BzaApprovalPolicyController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaApprovalDelegationSave,BzaApprovalPolicyController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaApprovalDelegations,BzaApprovalPolicyController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaApprovalExpireDue,BzaApprovalPolicyController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaApprovalInbox,BzaApprovalPolicyController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaApprovalParticipantDecision,BzaApprovalPolicyController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaApprovalPolicies,BzaApprovalPolicyController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaApprovalPolicyDetail,BzaApprovalPolicyController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaApprovalPolicySave,BzaApprovalPolicyController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaApprovalPolicySimulate,BzaApprovalPolicyController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaApprovalPolicySubmit,BzaApprovalPolicyController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaApprovalResubmit,BzaApprovalPolicyController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaApprovalSubmissionDetail,BzaApprovalPolicyController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaApprovalSubmissions,BzaApprovalPolicyController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaApprovalWithdraw,BzaApprovalPolicyController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaAuthChangePassword,BzaAuthController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaAuthLogin,BzaAuthController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaAuthLoginHistories,BzaAuthController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaAuthLogout,BzaAuthController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaAuthMe,BzaAuthController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaAuthRefresh,BzaAuthController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaAuthRevokeSession,BzaAuthController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaAuthSessions,BzaAuthController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaBackofficeActApproval,BzaBackofficeController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaBackofficeCreateApproval,BzaBackofficeController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaBackofficeEmployeeRawContact,BzaBackofficeController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaBackofficeFindApproval,BzaBackofficeController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaBackofficeFindApprovals,BzaBackofficeController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaBackofficeFindBusinessAudits,BzaBackofficeController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaBackofficeFindEffectivePermissions,BzaBackofficeController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaBackofficeFindEmployees,BzaBackofficeController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaBackofficeFindEmployeesPage,BzaBackofficeController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaBackofficeFindOrganizations,BzaBackofficeController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaBackofficeFindOrganizationsPage,BzaBackofficeController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaBackofficeSaveEmployee,BzaBackofficeController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaBackofficeSaveOrganization,BzaBackofficeController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaBusinessAuditVerify,BzaBusinessAuditController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaDirectoryFindAssignments,BzaDirectoryController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaDirectoryFindAssignmentsPage,BzaDirectoryController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaDirectoryFindJobTitles,BzaDirectoryController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaDirectoryFindJobTitlesPage,BzaDirectoryController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaDirectoryFindPositions,BzaDirectoryController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaDirectoryFindPositionsPage,BzaDirectoryController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaDirectoryFindResponsibilities,BzaDirectoryController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaDirectoryFindResponsibilitiesPage,BzaDirectoryController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaDirectoryFindUserRoles,BzaDirectoryController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaDirectoryFindUserRolesPage,BzaDirectoryController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaDirectorySaveAssignment,BzaDirectoryController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaDirectorySaveJobTitle,BzaDirectoryController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaDirectorySavePosition,BzaDirectoryController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaDirectorySaveResponsibility,BzaDirectoryController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaDirectorySaveUserRole,BzaDirectoryController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaOperationDeleteMenu,BzaOperationController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaOperationFindAdminUsers,BzaOperationController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaOperationFindAdminUsersPage,BzaOperationController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaOperationFindDownloadPolicies,BzaOperationController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaOperationFindMenuImpact,BzaOperationController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaOperationFindMenus,BzaOperationController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaOperationFindMenusPage,BzaOperationController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaOperationFindPermissions,BzaOperationController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaOperationFindPermissionsPage,BzaOperationController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaOperationFindRoles,BzaOperationController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaOperationFindRolesPage,BzaOperationController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaOperationFindSettings,BzaOperationController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaOperationSaveAdminUser,BzaOperationController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaOperationSaveMenu,BzaOperationController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaOperationSavePermission,BzaOperationController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaOperationSaveRole,BzaOperationController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaSupportCompareRolePermissions,BzaSupportController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaSupportCreateNotification,BzaSupportController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaSupportDashboard,BzaSupportController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaSupportDisableSavedSearch,BzaSupportController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaSupportDownloadAttachment,BzaSupportController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaSupportFindAttachments,BzaSupportController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaSupportFindDownloadAudits,BzaSupportController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaSupportFindNotifications,BzaSupportController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaSupportFindSavedSearches,BzaSupportController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaSupportReadAllNotifications,BzaSupportController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaSupportReadNotification,BzaSupportController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaSupportRecheckAttachment,BzaSupportController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaSupportSaveSavedSearch,BzaSupportController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaSupportSimulatePermission,BzaSupportController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaSupportUpdateAttachmentSecurity,BzaSupportController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
bzaSupportUploadAttachment,BzaSupportController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
findAdmBatchJobInstanceLogs,AdmReliabilityController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
findAdmBrokerDlq,AdmReliabilityController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
findAdmBrokerInbox,AdmReliabilityController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
findAdmBrokerOutbox,AdmReliabilityController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
findAdmFileTransferHistory,AdmReliabilityController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
findAdmIdempotencyRecords,AdmReliabilityController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
findAdmUnknownResults,AdmReliabilityController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
getAdmBatchJobInstanceLog,AdmReliabilityController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
getAdmLiveness,AdmHealthController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
getAdmReadiness,AdmHealthController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
getAdmSystemVersion,AdmSystemInfoController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
getAdmTransactionLogRecoveryStatus,AdmReliabilityController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
requestAdmBrokerDlqReplay,AdmReliabilityController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
resolveAdmUnknownResult,AdmReliabilityController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
retryAdmTraceRecoveryPoison,AdmReliabilityController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
runAdmTransactionLogRecovery,AdmReliabilityController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
traceAdmByBusinessTransactionId,AdmObservabilityController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
traceAdmByTraceId,AdmObservabilityController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
traceAdmByTransactionId,AdmObservabilityController.java,19dd72b5978f2a3c630943c0fff05bee2d2fed34
